Date,Close, Open, High, Low, Volume
12/22/2017,152.5,151.82,153,151.5,2984926
12/21/2017,151.5,153.17,153.46,151.49,4147873
12/20/2017,152.95,153.65,153.89,152.78,3784577
12/19/2017,153.23,154.05,154.17,153.09,4116248
12/18/2017,153.33,153.59,154.18,153.21,5089588
12/15/2017,152.5,153.61,153.8,152.03,11276390
12/14/2017,154,154.6,155.11,153.7,4635905
12/13/2017,153.91,156.6,156.73,153.89,5658524
12/12/2017,156.74,155.2,157.85,155.16,6321525
12/11/2017,155.41,154.97,155.89,154.57,4101417
12/8/2017,154.81,153.94,155.03,153.55,3474743
12/7/2017,153.57,154.03,154.45,153.26,3771139
12/6/2017,154.1,155.69,156.22,154.09,3364424
12/5/2017,155.35,156.45,156.74,154.68,5067941
12/4/2017,156.46,155.67,156.8,155.07,4664064
12/1/2017,154.76,154.4,155.02,152.9125,5527305
11/30/2017,153.97,153.65,154.41,153.08,6461885
11/29/2017,153.55,152.81,153.61,152.17,5095366
11/28/2017,152.47,152.35,152.93,151.7,3961716
11/27/2017,151.98,152.06,152.49,151.62,3304050
11/24/2017,151.84,151.95,152.2,151.33,1193025
11/22/2017,151.77,152,152.39,151.33,3212788
11/21/2017,151.95,151.3,152.45,151.2,3665087
11/20/2017,150.51,150.64,151.95,149.9,5655753
11/17/2017,148.97,149.34,150.15,148.83,4876732
11/16/2017,149.12,147.73,149.65,147.5,5446079
11/15/2017,147.1,148,148.705,146.211,4700553
11/14/2017,148.89,147.95,148.97,147.49,3742498
11/13/2017,148.4,148.88,149,147.92,5104982
11/10/2017,149.16,150.65,150.89,149.14,4306433
11/9/2017,150.3,149.93,151.8,149.86,4776316
11/8/2017,151.57,151.6,151.7944,150.28,4632718
11/7/2017,151.35,151.37,151.51,150.5,3692491
11/6/2017,150.84,151.77,151.82,150.28,4498535
11/3/2017,151.58,153.42,153.47,151.49,4430810
11/2/2017,153.35,154.18,154.49,152.91,3396982
11/1/2017,154.03,154.1,154.9,153.83,3236863
10/31/2017,154.06,154.33,154.93,152.93,4260973
10/30/2017,154.36,153.76,154.59,152.71,4210002
10/27/2017,153.68,154.54,154.63,152.911,4895137
10/26/2017,153.6,154.31,155.12,153.54,4297634
10/25/2017,153.5,156.01,156.37,153.06,6917768
10/24/2017,155.88,159.65,159.7,155.171,8175300
10/23/2017,159.55,162.05,162.51,159.54,5778231
10/20/2017,162.07,161.07,162.48,159.77,7866470
10/19/2017,160.9,159.8,160.96,159.085,9910695
10/18/2017,159.53,157.12,161.23,156.95,30473410
10/17/2017,146.54,146.63,147.12,146.18,6178625
10/16/2017,146.83,147.22,147.67,146.51,3041919
10/13/2017,147.1,147.48,147.85,146.94,2505942
10/12/2017,147.03,147.56,147.89,146.77,3304653
10/11/2017,147.62,148.4,148.47,147.28,3701258
10/10/2017,148.5,147.71,148.95,147.65,4029617
10/9/2017,147.39,146.5,147.79,146.35,2682506
10/6/2017,146.48,146.64,146.85,146.32,2620902
10/5/2017,146.72,146.68,147.54,146.48,2686485
10/4/2017,146.48,147,147.02,146.11,2243214
10/3/2017,146.78,146.69,147.1999,146.34,2302599
10/2/2017,146.66,145.35,146.865,145.21,2973073
9/29/2017,145.08,145.45,145.69,144.92,2644598
9/28/2017,145.66,145.33,145.86,144.21,2774541
9/27/2017,145.66,146.68,146.9,145.03,3496366
9/26/2017,146.56,146.36,147.42,145.94,4107436
9/25/2017,145.87,145.12,146.03,144.91,5210283
9/22/2017,145.13,145.59,145.59,144.59,2792199
9/21/2017,145.26,145.65,145.8911,145.1,2520055
9/20/2017,145.88,144.93,145.88,144.42,5446399
9/19/2017,144.39,144.79,144.98,144.22,3464383
9/18/2017,144.55,144.81,145.4799,144.27,3019313
9/15/2017,144.82,144.82,145.17,144.08,7373777
9/14/2017,145.54,145.86,146.38,145.51,3754007
9/13/2017,145.99,145.35,146.29,145.34,4098201
9/12/2017,145.76,145.11,146.37,144.51,5239033
9/11/2017,144.86,143.54,145.13,143.01,4611086
9/8/2017,142.45,143.15,143.15,141.64,3362498
9/7/2017,142.9,144.1,144.64,142.41,4188154
9/6/2017,143.82,143.88,144.47,143.5,3267586
9/5/2017,143.04,143.5,144.3575,142.7,3098684
9/1/2017,144.08,142.98,144.5,142.98,3348757
8/31/2017,143.03,143.02,143.66,142.63,3650650
8/30/2017,142.56,143.26,143.28,142.41,2733727
8/29/2017,143.14,142.1,143.425,141.9,3008013
8/28/2017,142.51,144.11,144.56,142.39,5131244
8/25/2017,143.74,143.3,144.19,143.25,2871315
8/24/2017,142.94,142.5,143.68,142.25,3590994
8/23/2017,142.14,140.7,143.05,140.68,4048117
8/22/2017,141.01,140.64,141.15,140.38,2544345
8/21/2017,140.33,139.59,140.42,139.13,3188408
8/18/2017,139.7,140.87,141.15,139.58,4151484
8/17/2017,140.7,142.52,142.89,140.7,4357359
8/16/2017,142.5,141.79,142.91,141.61,3287450
8/15/2017,142.07,142.55,143.34,140.58,4681540
8/14/2017,142.32,142,142.76,141.94,2244010
8/11/2017,141.84,142.45,142.59,141.52,3004080
8/10/2017,141.84,141.64,142.42,141.23,4524754
8/9/2017,141.77,141.75,142.03,141.19,2925024
8/8/2017,142.11,142,142.76,142,3295007
8/7/2017,143.47,145,145.09,142.75,4615775
8/4/2017,145.16,145,145.39,144.4,2549397
8/3/2017,144.94,144.43,145.34,144.43,3034711
8/2/2017,144.45,145.12,145.29,144.22,3433707
8/1/2017,145.3,145,145.67,144.72,3201765
7/31/2017,144.67,144.38,144.93,144.17,4342497
7/28/2017,144.29,144.81,145.04,143.84,3054692
7/27/2017,145.07,145,145.395,143.64,6375899
7/26/2017,145.36,146.27,146.46,144.47,3928866
7/25/2017,146.19,146.57,147.49,146.03,4207232
7/24/2017,145.99,147,147.04,145.8,3877119
7/21/2017,147.08,147.59,147.87,146.51,6509258
7/20/2017,147.66,147.53,148.83,147.03,7175441
7/19/2017,147.53,150.02,150.25,146.71,14292020
7/18/2017,154,152.36,154.29,152,7435556
7/17/2017,153.01,153.59,153.88,152.2399,4753260
7/14/2017,154.24,154.01,154.615,153.4,3256144
7/13/2017,153.63,153.7,154.19,153.19,2476080
7/12/2017,153.7,153.48,154.24,153.05,3097831
7/11/2017,153.19,153.26,153.65,152.05,3447509
7/10/2017,153.42,152.91,153.89,152.63,3410665
7/7/2017,152.94,152.62,153.49,152.14,2383896
7/6/2017,152.36,153.36,153.83,152.23,2756760
7/5/2017,153.67,155.77,155.89,153.63,3561287
7/3/2017,155.58,153.58,156.025,153.52,2822651
6/30/2017,153.83,154.28,154.5,153.14,3571536
6/29/2017,154.13,155.35,155.74,153.62,3261684
6/28/2017,155.32,155.15,155.55,154.78,2214240
6/27/2017,154.75,155,155.34,154.5,2386491
6/26/2017,155.23,154.71,155.75,154.63,2152542
6/23/2017,154.11,154.34,154.68,153.8,3282201
6/22/2017,154.4,154.55,154.99,153.69,2376471
6/21/2017,153.79,155.79,155.79,153.39,3958819
6/20/2017,154.95,154.48,155.389,154.25,4479369
6/19/2017,154.84,155.51,155.86,154.54,4536193
6/16/2017,155.38,154.23,155.42,152.9676,6373354
6/15/2017,154.22,153.29,154.69,153.29,4651727
6/14/2017,153.81,153.97,154.9399,152.94,3043704
6/13/2017,154.25,155.44,155.48,154.15,3523529
6/12/2017,155.18,154.19,157.2,154.02,6461729
6/9/2017,154.1,152,154.265,151.88,4356544
6/8/2017,152.1,151,152.82,150.92,3693150
6/7/2017,150.98,153.05,154.2,150.8,4859095
6/6/2017,152.37,152,152.89,152,3797173
6/5/2017,152.41,151.82,152.93,151.6826,3975068
6/2/2017,152.05,153.07,153.2,151.8,3581773
6/1/2017,152.67,152.8,152.87,151.63,2918122
5/31/2017,152.63,152.03,152.8,151.65,3541249
5/30/2017,151.73,151.95,152.67,151.59,3665972
5/26/2017,152.49,152.85,153,152.06,2443298
5/25/2017,153.2,153.25,153.73,152.9459,2581674
5/24/2017,152.51,152.21,152.76,151.23,3732394
5/23/2017,152.03,152.57,153.68,151.92,2564503
5/22/2017,152.64,152.1,152.84,151.5992,3302089
5/19/2017,151.98,151.01,152.46,150.89,5622348
5/18/2017,150.78,150.86,151.33,150.11,3273575
5/17/2017,150.93,153.3,154.14,150.89,5189187
5/16/2017,153.68,151.66,153.99,151.66,5510363
5/15/2017,151.51,150.62,151.83,150.4502,4228909
5/12/2017,150.37,150.3,151.265,150,3715292
5/11/2017,150.65,151.05,151.15,149.79,5624852
5/10/2017,151.25,151.651,152.37,151.13,4996776
5/9/2017,152.11,152.6,153.1,151.5552,6851286
5/8/2017,153.03,152.8,153.47,152.2,7490980
5/5/2017,155.05,153.52,155.78,153,12513610
5/4/2017,159.05,158.89,159.14,158.36,4278599
5/3/2017,158.63,158.74,159.45,158.52,3993234
5/2/2017,159.1,159.44,159.49,158.64,3150934
5/1/2017,158.84,160.05,160.42,158.7,4931407
4/28/2017,160.29,160.5,160.59,159.7,4153700
4/27/2017,160.32,160.29,160.48,159.63,4122568
4/26/2017,160.06,160.53,161.1,159.89,4325281
4/25/2017,160.39,161.78,162.04,160.38,4857061
4/24/2017,160.75,161.29,161.57,160.42,5175505
4/21/2017,160.38,162.05,162.11,160.38,5600467
4/20/2017,162.3,161.32,162.4,160.5,6486767
4/19/2017,161.69,161.76,162.64,159.6,19282530
4/18/2017,170.05,170.79,171.69,169.83,6004750
4/17/2017,171.1,169.75,171.3,169.62,3719276
4/13/2017,169.53,169.92,171.36,169.53,3203765
4/12/2017,170.66,171.04,171.2,170.02,3276921
4/11/2017,170.58,170.65,171.23,168.98,4890161
4/10/2017,171.2,172.53,172.56,171,3789677
4/7/2017,172.14,172.08,172.93,171.28,3588300
4/6/2017,172.45,173.47,173.47,172.25,3435303
4/5/2017,172.88,174.7,176.33,172.81,6237613
4/4/2017,174.52,173.52,174.96,173.26,3108655
4/3/2017,174.5,173.82,174.87,173.38,4286497
3/31/2017,174.14,173.98,174.95,173.69,2913386
3/30/2017,173.86,173.86,174.59,173.69,3168198
3/29/2017,173.94,174.3,174.49,173.46,3083063
3/28/2017,174.51,173.94,175,173,3523345
3/27/2017,173.77,172.69,174.16,172.0937,3259022
3/24/2017,173.83,175.12,175.5,173.39,3221645
3/23/2017,174.82,174.43,175.67,173.56,3737732
3/22/2017,174.78,174.04,175.06,172.8,3448947
3/21/2017,173.88,176.01,176.23,173.84,3927626
3/20/2017,175.7,175.65,176.18,175.14,2475875
3/17/2017,175.65,176.29,176.79,175.65,5916099
3/16/2017,177.24,178.46,179,176.82,4311734
3/15/2017,175.81,175.71,176.28,174.75,3810410
3/14/2017,175.72,176.18,176.82,175.211,3147484
3/13/2017,176.46,177.85,178.06,176.415,3481898
3/10/2017,177.83,178.21,179.49,177.42,3100107
3/9/2017,177.18,179.15,179.25,175.88,5443665
3/8/2017,179.45,180.75,180.95,179.3,3557388
3/7/2017,180.38,180.71,181.29,180.1997,2977496
3/6/2017,180.47,179.72,180.99,179.57,3199175
3/3/2017,180.05,180.04,181.32,179.7649,1824911
3/2/2017,180.53,181.88,181.88,180.43,2915947
3/1/2017,181.95,180.48,182.55,180.03,3001512
2/28/2017,179.82,179.38,180.63,179.35,3273324
2/27/2017,179.4,181.19,181.25,179.28,3689926
2/24/2017,181.35,180.21,181.49,179.89,3298816
2/23/2017,181.65,182,182.5,180.92,2282522
2/22/2017,181.15,180.09,181.34,180.09,3020538
2/21/2017,180.26,180.6,180.79,179.12,4479596
2/17/2017,180.67,181.25,181.57,180,3551140
2/16/2017,181.43,181.45,182.79,180.87,3251022
2/15/2017,181.68,180.2,181.92,179.81,2914083
2/14/2017,180.13,178.57,180.13,178.35,2775296
2/13/2017,179.36,179.24,179.9,178.84,3092266
2/10/2017,178.68,177.37,178.8701,176.76,2930498
2/9/2017,177.21,176.17,177.8,175.91,3090208
2/8/2017,176.17,177.5,177.5,175.88,2912492
2/7/2017,178.46,176,178.62,175.9,3859161
2/6/2017,175.86,175.31,175.98,174.38,2650509
2/3/2017,175.82,175,176.34,174.89,3306324
2/2/2017,174.58,174.23,174.97,173.55,2619514
2/1/2017,174.29,175,175.7025,172.89,2795443
1/31/2017,174.52,175.05,175.58,173.61,4133448
1/30/2017,175.8,176.98,177.07,174.5768,4093251
1/27/2017,177.3,178.47,179.2,177.3,3482023
1/26/2017,178.66,178.06,178.88,177.51,3062355
1/25/2017,178.29,176.26,179.25,176.13,5917531
1/24/2017,175.9,171.36,176,171.16,6947945
1/23/2017,171.03,170.08,171.25,170.01,5432156
1/20/2017,170.55,167.81,170.64,166,12605330
1/19/2017,166.81,166.96,167.45,165.8,6726135
1/18/2017,166.8,167.45,168.59,166.69,4005403
1/17/2017,167.89,166.69,168.18,166.1201,3315220
1/13/2017,167.34,167.97,168.48,166.875,2874625
1/12/2017,167.95,167.77,168.01,165.56,2927951
1/11/2017,167.75,166.05,167.76,165.6,3599412
1/10/2017,165.52,167.98,168.09,165.34,4118192
1/9/2017,167.65,169.47,169.8,167.62,3189410
1/6/2017,169.53,168.69,169.92,167.52,2945459
1/5/2017,168.7,169.25,169.39,167.26,2682176
1/4/2017,169.26,167.77,169.87,167.36,3376634
1/3/2017,167.19,167,167.87,166.01,2934107
12/30/2016,165.99,166.44,166.7,165.5,2952198
12/29/2016,166.6,166.02,166.99,166,1663140
12/28/2016,166.19,167.29,167.74,166,1723593
12/27/2016,167.14,166.98,167.98,166.85,1397392
12/23/2016,166.71,167,167.49,166.45,1701208
12/22/2016,167.06,167.36,168.23,166.58,2781138
12/21/2016,167.33,166.25,167.94,165.25,3574850
12/20/2016,167.6,167.49,168.25,166.45,2174492
12/19/2016,166.68,166.83,167.26,166,2955862
12/16/2016,166.73,168.97,169.11,166.06,7117018
12/15/2016,168.02,168.01,169.85,167.78,3385177
12/14/2016,168.51,168.37,169.89,167.45,4046752
12/13/2016,168.29,165.68,169.952,165.68,5860952
12/12/2016,165.5,166.72,166.79,165.07,3389243
12/9/2016,166.52,165.18,166.72,164.6042,3145182
12/8/2016,165.36,164.87,166,164.22,3262803
12/7/2016,164.79,160.6,165.18,160.39,4434800
12/6/2016,160.35,160.13,160.79,158.93,2858766
12/5/2016,159.84,160.85,161.15,159.5875,3446698
12/2/2016,160.02,159,160.29,158.41,2740532
12/1/2016,159.82,161.95,162.195,158.3,4634638
11/30/2016,162.22,163.35,163.8,162.21,4397775
11/29/2016,163.53,164,164.41,163.03,3139540
11/28/2016,164.52,163.2,164.66,162.7,4438710
11/25/2016,163.14,161.83,163.19,161.83,1605344
11/23/2016,161.98,161.94,162.38,161.3557,2256035
11/22/2016,162.67,163,163,161.95,2770714
11/21/2016,162.77,160.69,163,160.3697,4633131
11/18/2016,160.39,159.8,160.72,159.21,2979264
11/17/2016,159.8,159.22,159.93,158.85,2260909
11/16/2016,159.29,158.46,159.55,158.03,2252655
11/15/2016,158.67,158.42,159.15,157.55,3475578
11/14/2016,158.21,161.25,161.86,157.58,5192889
11/11/2016,161.27,159.97,161.34,159.33,4446510
11/10/2016,160.22,157.66,161.16,157.59,7711608
11/9/2016,154.81,152.96,155.56,151,5403573
11/8/2016,155.17,154.56,155.93,153.06,3920344
11/7/2016,155.72,153.99,156.11,153.84,3746609
11/4/2016,152.43,152.4,153.64,151.87,2467966
11/3/2016,152.37,152.51,153.74,151.8,2878718
11/2/2016,151.95,152.48,153.345,151.67,3072611
11/1/2016,152.79,153.5,153.91,151.74,3187660
10/31/2016,153.69,152.76,154.33,152.76,3550358
10/28/2016,152.61,154.05,154.44,152.18,3654444
10/27/2016,153.35,152.82,154.06,152.02,4227704
10/26/2016,151.81,150.71,152.94,150.255,2811314
10/25/2016,150.88,150.69,151.16,149.83,2647416
10/24/2016,150.57,150.4,151.52,150.4,2662724
10/21/2016,149.63,150.58,151.15,149.56,4413601
10/20/2016,151.52,151.28,152.9,151.02,4020780
10/19/2016,151.26,151.27,152.45,150.83,4629444
10/18/2016,150.72,150.02,151,147.79,12764180
10/17/2016,154.77,154.45,155.89,154.34,5836054
10/14/2016,154.45,154.47,155.53,154.09,4357890
10/13/2016,153.72,153.7,154.22,152.27,2909898
10/12/2016,154.29,154.97,154.97,153.08,2959700
10/11/2016,154.79,156.73,156.95,153.89,2899603
10/10/2016,157.02,156.71,158.49,156.655,2467856
10/7/2016,155.67,157.14,157.7,154.86,2668385
10/6/2016,156.88,156.84,157.43,155.89,1949931
10/5/2016,157.08,157.07,157.83,156.72,1684298
10/4/2016,156.46,157.67,158.53,155.82,2884146
10/3/2016,157.61,158.06,158.37,157.02,2227749
9/30/2016,158.85,158.9,159.838,158.06,3596878
9/29/2016,158.11,158.63,165,157.46,3372183
9/28/2016,158.29,156.99,158.625,156.23,3309408
9/27/2016,156.77,154.32,156.77,153.81,2983602
9/26/2016,153.98,154.46,154.46,153.46,2533325
9/23/2016,154.98,155.62,156.04,154.71,2692083
9/22/2016,156.11,156.15,157.22,155.69,2690905
9/21/2016,155.53,154.91,155.68,153.87,2473895
9/20/2016,154.45,155.87,156.57,154.45,2159092
9/19/2016,154.87,154.87,156.19,154.55,2448148
9/16/2016,153.84,155.04,155.4,153.47,6429919
9/15/2016,155.66,154.3,156.33,153.21,3656413
9/14/2016,154.05,155.7,155.87,153.39,3858076
9/13/2016,155.81,157.63,157.93,155.5,3631768
9/12/2016,158.29,155.26,158.53,154.84,4366853
9/9/2016,155.69,158.03,158.4,155.65,5080266
9/8/2016,159,160.55,161.21,158.76,3928085
9/7/2016,161.64,160.19,161.76,160,2866127
9/6/2016,160.35,159.88,160.86,159.11,2994041
9/2/2016,159.55,159.88,160.57,159.15,2313289
9/1/2016,159.54,158.32,159.62,158.1,2351932
8/31/2016,158.88,159.66,159.66,158.26,2321269
8/30/2016,159.4,159.76,160.15,158.81,1808553
8/29/2016,159.72,158.83,160.21,158.5,2475853
8/26/2016,158.32,158.88,160.44,157.85,2498903
8/25/2016,158.63,159,159.54,158.42,2575023
8/24/2016,159.05,159.89,160.18,158.32,3618469
8/23/2016,160.26,160.33,161.34,160.23,2838137
8/22/2016,160,160,160.57,159.13,2038851
8/19/2016,160.04,160.84,160.91,159.52,2733579
8/18/2016,161.36,160.89,162,160.4401,3650651
8/17/2016,160.44,160.97,161.16,159.84,3225919
8/16/2016,160.7,161.11,161.93,160.69,2208382
8/15/2016,161.88,162.4,162.97,161.78,2967957
8/12/2016,161.95,163.19,163.46,161.52,2542495
8/11/2016,163.53,162.25,164.95,162.18,8768582
8/10/2016,162.08,162.19,162.66,161.955,2417982
8/9/2016,161.77,162.22,162.772,161.645,2734106
8/8/2016,162.04,162.73,163.27,161.58,3039081
8/5/2016,163.5,162,163.51,161.57,3811638
8/4/2016,161.55,160.86,161.7,160.12,2476730
8/3/2016,160.67,160.13,160.86,159.8,2861558
8/2/2016,160.58,161.27,161.4499,160.36,3078620
8/1/2016,161.45,160.65,161.65,159.84,2819141
7/29/2016,160.62,161.36,161.67,160.03,3547292
7/28/2016,161.37,161.38,161.81,160.71,2337914
7/27/2016,161.83,162.12,162.57,161.18,2162675
7/26/2016,162.12,162.65,163.6,161.37,2891300
7/25/2016,162.65,162,162.88,161.75,2737628
7/22/2016,162.07,160.78,162.17,160.479,2519776
7/21/2016,160.45,160.75,161.85,159.89,4045682
7/20/2016,161.36,159.97,161.71,159.6,4373009
7/19/2016,159.58,161.78,162.14,157.89,7118788
7/18/2016,159.86,159.3,160.75,158.73,6561873
7/15/2016,159.78,159.9,159.98,158.5,4470663
7/14/2016,160.28,158.81,161.4,158.58,4636668
7/13/2016,158.02,157.75,158.34,157.06,2744622
7/12/2016,157.04,156,157.12,155.52,3842709
7/11/2016,155.33,154.6,156.04,154.5,2779343
7/8/2016,154.46,154,154.6,153.08,3040393
7/7/2016,152.6,152.75,153.6891,151.89,2138421
7/6/2016,152.37,151.85,152.41,149.92,2569393
7/5/2016,151.68,151.19,152,150.76,2462590
7/1/2016,152.35,152.19,152.97,151.4,2658279
6/30/2016,151.78,148.86,151.91,148.67,3966570
6/29/2016,148.46,146.5,148.48,146.45,3367419
6/28/2016,145.7,144.78,145.73,144.22,3995730
6/27/2016,143.5,146.18,146.6,142.5,5146095
6/24/2016,146.59,149.97,150.61,146.18,9060752
6/23/2016,155.35,153.45,155.48,152.6,3963004
6/22/2016,152.92,153.75,154.71,152.27,2833364
6/21/2016,154.05,154.16,154.5689,153.69,2760232
6/20/2016,153.61,152.6,154.67,152.52,3571998
6/17/2016,151.99,150.96,152.72,150.6044,4659807
6/16/2016,151.06,150.19,151.295,149,2427715
6/15/2016,150.68,151.46,151.7925,150.6,2257369
6/14/2016,151.06,151.28,151.79,150.4,2864498
6/13/2016,151.28,151.63,152.5,150.28,3607008
6/10/2016,152.37,152.79,153.3299,151.86,3120260
6/9/2016,153.42,152.92,153.76,152.73,2021596
6/8/2016,154,153.53,154.09,153.04,2933075
6/7/2016,153.33,153.31,153.93,152.66,4462506
6/6/2016,152.73,153.09,153.95,152.34,2374643
6/3/2016,152.89,152.4,153.04,151.7,2328054
6/2/2016,153.5,152.59,153.5,152.12,2642401
6/1/2016,152.51,153,153.27,151.54,2659517
5/31/2016,153.74,152.56,153.81,152.27,5836207
5/27/2016,152.84,152.35,152.93,152.15,2457037
5/26/2016,152.44,151.55,152.51,151.05,3060248
5/25/2016,151.69,148.93,152.09,148.5001,4355296
5/24/2016,148.31,146.88,148.75,146.88,2921065
5/23/2016,146.77,147.61,147.95,146.66,2103633
5/20/2016,147.25,145.71,147.51,145.55,3578195
5/19/2016,144.93,146.48,146.93,143.955,3678430
5/18/2016,147.34,147.99,148.52,146.36,2488491
5/17/2016,148,149.21,149.5,147.29,3490024
5/16/2016,149.46,147.65,149.99,147.44,3062237
5/13/2016,147.72,148.79,149.86,147.42,2394248
5/12/2016,148.84,149.21,149.39,147.11,3249032
5/11/2016,148.95,149.71,151.09,148.74,3088984
5/10/2016,149.97,148.24,150.04,147.74,3992259
5/9/2016,147.34,147.7,148.2,147.01,4301025
5/6/2016,147.29,144.86,147.97,144.47,4893580
5/5/2016,146.47,145.95,147.3,145.45,6500438
5/4/2016,144.25,143.36,145,143.31,2576763
5/3/2016,144.13,144.65,144.9,142.9,3584261
5/2/2016,145.27,146.56,147,144.43,3502422
4/29/2016,145.94,146.49,147.34,144.191,4223936
4/28/2016,147.07,149.75,150.18,146.725,3791053
4/27/2016,150.47,149.35,150.78,148.97,3110399
4/26/2016,149.08,148.65,149.79,147.9,2978954
4/25/2016,148.81,148.16,148.9,147.11,2846737
4/22/2016,148.5,149.44,151,147.5,5191602
4/21/2016,149.3,146.58,150.12,146.46,6014381
4/20/2016,146.11,144.24,147.2,144,6749461
4/19/2016,144,146.47,146.95,142.61,13187000
4/18/2016,152.53,151.75,153.14,151.49,6309128
4/15/2016,151.72,151.04,152.1,150.96,3657048
4/14/2016,151.16,151.5,152.76,150.38,3176285
4/13/2016,151.23,150.75,151.23,149.63,3167729
4/12/2016,149.63,149.61,150.11,148.58,3592828
4/11/2016,149.25,150.26,151.95,149.22,3844766
4/8/2016,149.35,149.06,149.99,148.12,3293512
4/7/2016,148.25,149.07,149.6,148,3662508
4/6/2016,150.02,149.9,150.15,147.81,4194265
4/5/2016,150,151.43,151.6,149.65,3336922
4/4/2016,152.07,152.34,153.52,151.91,3904536
4/1/2016,152.52,150.51,152.96,150.25,3921036
3/31/2016,151.45,149.79,153.1,149.36,6778508
3/30/2016,148.41,149.95,150.41,148.32,3329639
3/29/2016,149.33,147.59,149.76,147.5,3138438
3/28/2016,148.4,147.75,148.65,147.23,3264984
3/24/2016,147.95,144.98,148.22,144.49,5043602
3/23/2016,145.4,148,148.03,145.13,4763922
3/22/2016,148.1,148.06,149.28,147.84,4079715
3/21/2016,148.63,147.3,148.71,146.7201,3721458
3/18/2016,147.09,147.4,147.51,145.51,12088090
3/17/2016,147.04,144.78,147.32,144.45,5821136
3/16/2016,144.79,142.62,144.88,142.11,4221031
3/15/2016,142.96,141.74,143.33,141.54,3687331
3/14/2016,142.78,142.01,143.19,141.04,4047564
3/11/2016,142.36,141.73,142.9236,140.51,4418790
3/10/2016,140.19,141.24,141.47,138.09,4019924
3/9/2016,140.41,139.31,142.17,139.23,4402656
3/8/2016,139.07,139.71,140.35,137.42,5575635
3/7/2016,140.15,137.28,140.51,136.8718,5165269
3/4/2016,137.8,137.535,139.42,137.02,3968423
3/3/2016,137.8,137.22,137.9602,136.07,5150065
3/2/2016,136.3,133.7,137.44,133.22,5214679
3/1/2016,134.37,132.24,134.64,132.03,3786753
2/29/2016,131.03,132,133.36,130.9,4427070
2/26/2016,132.03,134.51,134.92,131.95,4385699
2/25/2016,134.5,133.29,134.51,130.88,4355009
2/24/2016,132.8,131.55,133.49,129.68,4119457
2/23/2016,132.4,133.14,133.41,132.01,3437358
2/22/2016,133.77,133.84,134.31,132.41,4456242
2/19/2016,133.08,132.36,133.65,130.84,5122341
2/18/2016,132.45,130,134,129.75,9948776
2/17/2016,126.1,123.71,126.57,123.25,4820819
2/16/2016,122.74,121.83,123.09,121.34,4061016
2/12/2016,121.04,119.26,121.05,118.35,4935186
2/11/2016,117.85,118.78,119.66,116.901,7304306
2/10/2016,120.19,125,125.29,119.84,6456270
2/9/2016,124.07,126.12,126.93,123.77,5956116
2/8/2016,126.98,126,127.51,124.13,7363878
2/5/2016,128.57,127.22,128.64,125.85,7176748
2/4/2016,127.65,125.08,128.5,125,5263233
2/3/2016,124.72,123.99,125.4499,122.29,6223424
2/2/2016,122.94,123.67,124.14,122.64,3287216
2/1/2016,124.83,124.4,125.29,123.71,3571590
1/29/2016,124.79,123.28,124.79,122.96,8246145
1/28/2016,122.22,121.26,122.83,121.01,3942527
1/27/2016,120.96,122.73,123.37,120.65,5016159
1/26/2016,122.59,122.25,123.61,122.24,4614411
1/25/2016,122.08,122.1,124.23,121.64,5442719
1/22/2016,122.5,124.67,124.74,121.77,9237925
1/21/2016,122.91,121.3,125.1,120.5751,8851281
1/20/2016,121.86,118.46,123.99,118,16157470
1/19/2016,128.11,130.11,132.1,128.06,9834476
1/15/2016,130.03,130.01,130.88,128.87,8976154
1/14/2016,132.91,131.93,133.79,131.22,5708406
1/13/2016,131.17,133.5,134.2799,131.1,4692792
1/12/2016,132.9,133.65,133.78,131.13,5075282
1/11/2016,133.23,131.81,133.82,131.76,4970242
1/8/2016,131.63,133.18,133.816,131.32,4758257
1/7/2016,132.86,133.7,135.02,132.43,7023888
1/6/2016,135.17,134.38,135.58,133.62,4306874
1/5/2016,135.85,136.76,136.89,134.8501,3924783
1/4/2016,135.95,135.6,135.97,134.24,5219709
12/31/2015,137.62,139.07,139.1,137.57,3461424
12/30/2015,139.34,139.58,140.44,139.22,2985717
12/29/2015,139.78,138.25,140.06,138.2,3943676
12/28/2015,137.61,137.74,138.045,136.54,3139777
12/24/2015,138.25,138.43,138.88,138.11,1495226
12/23/2015,138.54,138.3,139.305,138.11,5164909
12/22/2015,137.93,135.88,138.19,135.65,4263538
12/21/2015,135.5,135.83,135.83,134.02,5595538
12/18/2015,134.9,136.41,136.96,134.27,9991752
12/17/2015,136.75,139.35,139.5,136.3075,4088762
12/16/2015,139.29,139.12,139.65,137.79,4342627
12/15/2015,137.79,137.4,138.97,137.28,4234341
12/14/2015,135.93,135.31,136.14,134.02,5139876
12/11/2015,134.57,135.23,135.44,133.91,5331017
12/10/2015,136.78,137.03,137.85,135.7201,4221668
12/9/2015,136.61,137.38,139.84,136.23,4614971
12/8/2015,138.05,138.28,139.06,137.53,3904753
12/7/2015,139.55,140.16,140.41,138.81,3279280
12/4/2015,140.43,138.09,141.02,137.99,4567252
12/3/2015,138.92,140.1,140.73,138.19,5904111
12/2/2015,139.7,140.93,141.21,139.5,3717357
12/1/2015,141.28,139.58,141.4,139.58,4189424
11/30/2015,139.42,138.61,139.9,138.52,4481989
